"","p_situ","p_initialQ","p_inversion","mu_dur","sigmadur","mu_contour","sigmacontour","logw"
"1",0.301111961937781,0.298635972845155,0.286461118612886,122.768840691955,4.28446186358185,41.2787670610913,3.99111724981822,-6.66211310798938
"2",0.991472610429207,0.0103078875163361,0.433985883498073,73.2291939818988,2.63106557738521,-19.0733782136902,2.59352419517497,-2.17780337432714
"3",0.836833771436622,0.00646577816531037,0.00357844606129282,110.069390392663,3.02715657903604,-3.4794734494057,2.76379371417616,-1.75315986120671
"4",0.316071095911598,0.294279103327549,0.294895162265169,125.479504822707,4.28964112827311,37.4477254376779,4.01879468009076,-6.66060428590349
"5",0.993605382368696,0.945821546351006,0.00689096562699994,55.4718581039519,2.40095428698663,8.64363474716301,2.24357030128512,-2.49792263583851
"6",0.867197298680665,0.0231991965733392,0.0387614241407567,66.4204037783324,3.19372724308563,-26.7617971158281,2.64218612564185,-2.79965465007637
"7",0.995198548735266,0.748350367487308,0.00470792426205863,95.5819108978108,2.34709093194744,-15.1068155214433,2.29990243840958,-2.05360042036117
"8",0.00400170053461307,0.00263385584084718,0.00257812078659261,166.394680234342,3.87801033396524,22.9015893744178,3.72799229824634,-1.67381659616754
"9",0.997783027674622,0.964247511336943,0.00228199283385303,73.8914617856596,2.33958028226417,-4.35365421151494,2.17964897724243,-1.49268120523045
"10",0.498657947287165,0.470865203015877,0.47559371558285,147.505559983935,3.98231535079315,1.96420050784096,4.05212358931173,-9.6073845489568
